14,18.3,2.7,37.7
30.6,32.5,9.3,39.4
10.9,15.4,0.9,36.3
10.7,15.6,0.5,39.3
13.9,18.4,2.5,37.7
5.2,10,2.2,52.9
10.9,15.5,0.9,36.3
9.9,16,0.6,34.3
14,18.5,3.1,37.7
14.6,18.5,1,39.3
10,14.6,0.8,36.3
10.9,15.7,0.5,39.3
13.8,18.1,2.4,37.7
5.3,10,2.8,52.9
10.2,14.8,0.6,36.3
10.4,16.5,1.1,34.3
11.4,16.2,0.5,39.3
13.9,18.2,2.5,37.7
14.7,18.6,1.1,39.3
10.4,14.9,0.7,36.3
11.1,15.9,0.5,39.3
14.1,18.4,3.1,37.7
5.4,10.1,2.2,52.9
10.6,15.1,0.6,36.3
10.4,16.5,0.8,34.3
14.8,18.7,0.7,39.3
14.4,18.6,2.8,37.7
11.2,16,3.4,39.3
10.8,15.3,1,36.3
5.6,10.2,2.1,52.9
14.6,18.8,2.5,37.7
10.6,16.7,0.8,34.3
11.1,15.6,1.2,36.3
15.1,18.9,1.4,39.3
10.5,15.3,0.6,39.3
14.8,19,2.4,37.7
11.1,15.6,4.3,36.3
11.4,16.2,3.5,39.3
15,19.2,2.8,37.7
5.6,10.3,5.7,52.9
10.1,14.7,0.6,36.3
10.8,16.9,1,34.3
14.7,18.8,2.1,37.7
15.3,19.1,1.2,39.3
10.3,14.9,0.6,36.3
10.5,15.3,0.3,39.3
14.8,18.9,2.8,37.7
10.6,15.4,0.5,39.3
10.5,15,0.6,36.3
10.8,15.6,0.5,39.3
14.9,19,2.2,37.7
10.8,15.6,0.6,39.3
11,15.8,0.5,39.3
10.9,15.3,0.9,36.3
11,15.8,0.9,39.3
10.7,15.5,0.5,37.7
11.1,15.5,0.8,36.3
11.1,16,0.5,39.3
10.8,15.6,0.8,37.7
11.3,16.1,0.5,39.3
11.3,15.7,1,36.3
10.4,15.2,0.4,39.3
11,15.8,0.8,37.7
10.6,15.4,0.4,39.3
11.4,15.9,1,36.3
10.7,15.6,1.2,39.3
10.3,15.2,0.6,37.7
10.9,15.7,0.4,39.3
10.6,15,0.6,36.3
11,15.7,0.9,39.3
11.1,15.9,0.5,39.3
10.5,15.3,0.4,37.7
11.2,16.1,0.4,39.3
10.7,15.2,0.9,36.3
11.4,16.2,0.8,39.3
10.7,15.5,0.5,37.7
10.9,15.4,0.7,36.3
10.8,15.6,0.5,37.7
11.1,15.5,0.9,36.3
13.7,17.8,22.6,37.8
10.5,15.3,0.5,39.3
11.1,15.9,0.5,39.3
16,19.8,6.4,37.8
14.6,18.8,1.7,37.8
14.2,18.3,1.2,37.8
11,15.7,3.4,37.8
10.9,15.6,0.4,37.8
11.1,15.8,0.7,37.8
11.2,16,0.5,37.8
11.4,16.1,0.5,37.8
10.6,15.5,0.4,39.3
11.5,16.2,0.6,37.8
11.7,16.4,0.6,37.8
11.2,16,3.4,39.3
10.8,15.5,0.4,37.8
11,15.7,0.8,37.8
11.2,15.9,0.6,37.8
12.1,16.7,9,37.9
9.6,14.9,16.6,39.2
16.4,20.3,5,37.9
9.9,15.3,12.4,39.2
10.8,15.7,0.6,39.3
17.8,21.6,4.4,37.9
11.4,16.2,3.3,39.3
11.3,16.3,36.5,39.3
10.9,15.7,0.5,39.3
11.2,15.7,1.8,36.3
14.9,19.1,2.6,37.7
10.1,14.6,0.6,36.3
16.4,20.3,3.6,37.9
11.1,16.1,1,39.3
14.7,18.8,2.1,37.7
17.2,21,3.7,37.9
11.1,16.1,0.4,39.3
10.3,14.8,0.7,36.3
18.3,22.2,4.1,37.9
14.7,18.8,2.8,37.7
11.4,16.2,0.8,39.3
10.5,15,0.6,36.3
11,15.8,0.5,39.3
10.6,15.4,2.9,39.3
20.4,23.5,8.7,38.3
14.9,19,2.3,37.7
11.1,15.9,0.5,39.3
10.5,15.6,0.5,39.3
10.7,15.2,0.8,36.3
